mse,rmse,mae,precision,recall
0.5020022988319397,0.7085212469100952,0.5565638542175293,0.5358734402852049,0.37857142857142856
0.6189408898353577,0.786728024482727,0.6395272016525269,0.5701754385964912,0.39505352528608345
0.3639791011810303,0.6033068299293518,0.46953290700912476,0.5444444444444444,0.39914893617021274
0.6109883189201355,0.7816573977470398,0.5990855693817139,0.6148373983739838,0.38253968253968257
0.32228270173072815,0.5676994323730469,0.4711665213108063,0.7200577200577202,0.5801393728222997
