mse,mae,rmse,precision,recall,diversity,novelty
1.032845139503479,0.729393720626831,1.0162898302078247,0.4294117647058824,0.20707070707070707,0.14597850701820514,0.018844228237867355
0.6379048824310303,0.631665050983429,0.7986895442008972,0.47973470891672804,0.214900947459087,0.35842429018912303,0.020082207396626472
0.9037588834762573,0.6804090142250061,0.9506623148918152,0.49792023489111814,0.22333333333333333,0.15341521730818508,0.01052967831492424
0.880338191986084,0.6839871406555176,0.9382633566856384,0.5313725490196078,0.26350574712643676,0.23016474486344973,0.04243408516049385
0.888048529624939,0.682094156742096,0.9423632621765137,0.30868838763575607,0.20113378684807257,0.1953471969524022,0.07115386985242367
1.0478006601333618,0.7327980399131775,1.0236213207244873,0.44213836477987417,0.19632277834525025,0.1323408475461748,0.0639890544116497
0.8779021501541138,0.6602647304534912,0.9369643330574036,0.46782243236143944,0.21612541993281073,0.20968268452668848,0.006203554570674896
0.8918910026550293,0.6977064609527588,0.9443998336791992,0.44872745243390166,0.21289855072463765,0.24207403097779412,0.0339229442179203
1.1435189247131348,0.7750887870788574,1.06935453414917,0.453125,0.21804597701149425,0.13283331996017989,0.09784068167209625
0.7422925233840942,0.6248072385787964,0.8615639805793762,0.5162711034988989,0.22974963181148747,0.26910028238893624,0.10602841153740883
1.1186838150024414,0.7113531827926636,1.057678461074829,0.5275122707310772,0.26222222222222225,0.07846651441010655,0.10205157473683357
0.9647529721260071,0.6933826804161072,0.9822183847427368,0.4488050314465409,0.20043010752688173,0.18067252942652856,0.002098269760608673
0.8989779353141785,0.6752033233642578,0.9481444358825684,0.4855448480355819,0.2230291447682752,0.2024750162599679,0.012758329510688782
0.9069680571556091,0.6787369847297668,0.9523487687110901,0.49545566199950875,0.22723253757736517,0.19002844370091854,0.03145967796444893
1.1893693208694458,0.7863581776618958,1.0905821323394775,0.4357719598727673,0.17643207855973814,0.032821357751416036,0.07698892429471016
1.1405901908874512,0.7906039357185364,1.0679842233657837,0.4296796796796797,0.21022727272727276,0.14285726862076276,0.1127109881490469
1.0253431797027588,0.7384878396987915,1.0125923156738281,0.421875,0.18571428571428572,0.14496765582934623,0.034523747861385345
1.1599452495574951,0.7392772436141968,1.077007532119751,0.47453526865291573,0.22007168458781362,0.060501360465660015,0.07342470809817314
0.9662434458732605,0.6902456283569336,0.9829767942428589,0.4876496052966641,0.23186813186813185,0.14558445122667774,0.059569794684648514
0.7774368524551392,0.6629311442375183,0.8817237019538879,0.4865591397849462,0.2221724524076148,0.2845152164838789,0.0702133271843195
0.7557368278503418,0.6400437355041504,0.8693312406539917,0.5066002490660024,0.25555555555555554,0.277984065799752,0.17843508534133434
0.8753788471221924,0.6665371656417847,0.9356168508529663,0.4550865800865801,0.2060049019607843,0.2016734684980559,0.01591934636235237
1.2181296348571777,0.7823214530944824,1.1036890745162964,0.473992673992674,0.22851063829787233,0.0633488771788302,0.03838123194873333
0.9112867116928101,0.6904388666152954,0.9546133875846863,0.505006105006105,0.23814374646293152,0.20097973380051692,0.021959859877824783
1.0362725257873535,0.7332424521446228,1.0179747343063354,0.44841269841269843,0.20349206349206347,0.15947441868519086,0.042047370225191116
1.282518982887268,0.7750190496444702,1.1324834823608398,0.4469048201614877,0.20869565217391303,0.020725025674525832,0.08637402206659317
0.8433265686035156,0.6784454584121704,0.9183281660079956,0.4230392156862745,0.1642135642135642,0.22534109929553392,0.07262705639004707
1.0741190910339355,0.7504522800445557,1.0363972187042236,0.5179802955665025,0.25866946045049766,0.1461817371231835,0.11246611550450325
0.6121249198913574,0.5927309393882751,0.7823840975761414,0.5151113467656416,0.23313915857605177,0.293034863814815,0.13881878554821014
1.119760274887085,0.7579315900802612,1.0581872463226318,0.4372400293613898,0.18928571428571428,0.12063869457025622,0.07109476067125797
1.468995451927185,0.8212111592292786,1.2120212316513062,0.49461707854171766,0.26979510905485793,-0.08232632157239705,0.16772578656673431
0.7879364490509033,0.6393851041793823,0.887657880783081,0.5259358942989968,0.24500000000000002,0.26506075631309245,0.014250429347157478
1.02437162399292,0.7229613065719604,1.0121124982833862,0.4789833822091886,0.22517394054395953,0.15822926126340675,0.016045603901147842
0.939088761806488,0.6974775195121765,0.9690659046173096,0.4565696109615855,0.2013986013986014,0.19002524011717625,0.021404899656772614
0.8768284916877747,0.7063482999801636,0.9363912343978882,0.49702380952380953,0.22821256038647345,0.2147783290340164,0.02546771802008152
1.4545252323150635,0.8119049072265625,1.2060370445251465,0.5079365079365079,0.2483737433471319,-0.1282968406807372,0.18109745532274246
0.897313117980957,0.6879106760025024,0.9472661018371582,0.46748768472906405,0.2050257731958763,0.18858467932606748,0.03543499857187271
0.9866491556167603,0.7216923832893372,0.9933021664619446,0.4642857142857143,0.21504702194357367,0.1541784642106836,0.08792468905448914
0.9177321195602417,0.6841684579849243,0.9579833149909973,0.5110105211646685,0.22929292929292933,0.18036686763832888,0.017913011834025383
0.8380692601203918,0.6777151823043823,0.9154611825942993,0.4107098381070984,0.16637341153470184,0.2310423436289193,0.02243782952427864
0.7527667880058289,0.6305309534072876,0.8676213622093201,0.5188492063492064,0.23580586080586077,0.2553858516345229,0.03512424975633621
1.1143741607666016,0.7454379200935364,1.0556392669677734,0.43768328445747806,0.21091492776886037,0.12295939297142688,0.05846598744392395
0.5024033784866333,0.5742523074150085,0.708804190158844,0.52689756816507,0.23592622293504412,0.399389341805643,0.04507792368531227
1.0694291591644287,0.7315269708633423,1.0341321229934692,0.4425902864259028,0.2148936170212766,0.12612356631042143,0.037336645647883415
1.647565245628357,0.8798841238021851,1.283575177192688,0.461830193295816,0.22542258282623395,-0.19677389643364362,0.23805974423885345
1.0105866193771362,0.7073678374290466,1.0052794218063354,0.5137254901960784,0.25999999999999995,0.17255502356830932,0.04704390652477741
0.8774236440658569,0.6674911975860596,0.9367089867591858,0.5207561156412157,0.23401815575728618,0.1882382931261951,0.007321804761886597
0.9311996698379517,0.7116323709487915,0.9649869203567505,0.4990174404323262,0.2372727272727273,0.20215538514195552,0.050935227423906326
1.101448655128479,0.7454943656921387,1.049499273300171,0.3164179104477612,0.20961098398169337,0.06807757647996027,0.038265883922576904
0.7047686576843262,0.6477116346359253,0.8395050168037415,0.46880373372635714,0.19972247918593894,0.3071016982212956,0.08706710115075111
0.8072142004966736,0.6779633164405823,0.898451030254364,0.4665991902834008,0.20396151669496324,0.24971866473995308,0.047697752714157104
1.0243653059005737,0.688841700553894,1.0121092796325684,0.5145833333333334,0.24389233954451345,0.08556894279594418,0.06016150675714016
0.7456613779067993,0.6550804972648621,0.8635168671607971,0.46855884511866897,0.20909090909090908,0.3080365641666548,0.12270617857575417
0.722687304019928,0.6455539464950562,0.8501102328300476,0.484375,0.22526315789473683,0.3032498396250589,0.08312596380710602
1.248711347579956,0.7942736148834229,1.117457628250122,0.43613362810120365,0.20054347826086955,0.04571210095708245,0.0897221527993679
0.9708181023597717,0.6950345635414124,0.9853010177612305,0.5316875460574797,0.2712814645308924,0.16141508041907104,0.02305975928902626
0.8092256784439087,0.6793544292449951,0.8995696902275085,0.484375,0.22416666666666668,0.2629203627872301,0.10767043195664883
0.7738065719604492,0.6524425745010376,0.879662811756134,0.5126984126984127,0.2463157894736842,0.27793261893458876,0.06954946741461754
1.0732654333114624,0.7257498502731323,1.0359852313995361,0.48047162859248344,0.2145833333333333,0.09245929327994451,0.005217863246798515
0.6345089673995972,0.5909370183944702,0.7965607047080994,0.5165165165165165,0.23799705449189984,0.32136719103941214,0.10866968706250191
1.113352656364441,0.7432246804237366,1.0551552772521973,0.4921875,0.24092253104671793,0.08996558315638459,0.08792257122695446
2.0253891944885254,1.0069310665130615,1.4231617450714111,0.40625,0.17829457364341086,-0.38259283853791337,0.3512554280459881
1.1601719856262207,0.765195369720459,1.0771127939224243,0.4504901960784314,0.2,0.05856996285645166,0.04797383397817612
1.3617379665374756,0.8307782411575317,1.1669353246688843,0.4656862745098039,0.23065134099616857,-0.004432211208696524,0.1541300993412733
1.3238426446914673,0.817143440246582,1.1505836248397827,0.45062638172439207,0.21739130434782608,0.00926061892112695,0.11059079691767693
0.8404340147972107,0.6476757526397705,0.9167518615722656,0.5298582995951417,0.2469172932330827,0.21078030100750444,0.04848991893231869
0.9073622226715088,0.6951844096183777,0.9525556564331055,0.5127450980392156,0.26400966183574875,0.22603106135672624,0.0024722032248973846
0.954188883304596,0.7095410227775574,0.9768259525299072,0.4788766788766789,0.2256259204712813,0.16178440565754404,0.009115783497691154
0.6971930265426636,0.6425423622131348,0.834980845451355,0.43995552260934023,0.18724489795918367,0.30892654601705405,0.08671240136027336
0.8580999374389648,0.7033410668373108,0.9263368248939514,0.41617647058823526,0.18130434782608695,0.26191897204035397,0.02960795909166336
0.6660212874412537,0.6367155313491821,0.8161013126373291,0.4882352941176471,0.21863354037267077,0.34490580893418266,0.07722396403551102
1.0536203384399414,0.7473849058151245,1.02646005153656,0.5021994134897361,0.23964912280701753,0.15459253727169908,0.02119940146803856
0.8638707399368286,0.683252215385437,0.9294464588165283,0.4454367506728652,0.19471649484536083,0.20985394942284785,0.039109816774725914
1.0273997783660889,0.7053059935569763,1.0136072635650635,0.4750733137829912,0.21684981684981688,0.12769708383004963,0.02866024151444435
0.8271031975746155,0.6843963861465454,0.9094521403312683,0.5,0.248,0.2567146539152082,0.09728657826781273
1.156046986579895,0.7754291296005249,1.0751962661743164,0.4263736263736264,0.18043373493975903,0.07328198400645858,0.13863100111484528
0.9230768084526062,0.6777235865592957,0.9607688784599304,0.36523404964184575,0.2625798212005109,0.1715562603213926,0.02706303820014
0.8260996341705322,0.662358820438385,0.9089001417160034,0.4921875,0.27381993006993005,0.245264100826315,0.001303723081946373
1.3225035667419434,0.7915176153182983,1.1500015258789062,0.46603128054740955,0.23349358974358977,0.015296187759915036,0.046584947034716606
1.2536125183105469,0.7872560024261475,1.1196484565734863,0.45245245245245247,0.2058426966292135,0.029812696647374848,0.10593284666538239
0.9450474381446838,0.7061232924461365,0.9721354842185974,0.5031746031746032,0.23936507936507936,0.175131152040933,0.023538442328572273
1.139394760131836,0.7397401332855225,1.0674244165420532,0.5248768472906404,0.26021505376344084,0.04873905421081204,0.06073831021785736
0.8761439323425293,0.7100659608840942,0.9360256195068359,0.47027159285539516,0.21177394034536895,0.23173295102055147,0.07401560246944427
0.8273818492889404,0.7006422281265259,0.9096052646636963,0.4245167604599951,0.19112050739957714,0.2652742908312008,0.05543370172381401
0.9320237636566162,0.6988074779510498,0.9654138088226318,0.532991202346041,0.2618279569892473,0.20750555300622708,0.03623222000896931
1.0433104038238525,0.7167266607284546,1.0214256048202515,0.44342547145440453,0.19858156028368792,0.11774822350226566,0.05366351082921028
1.1173069477081299,0.7501198053359985,1.0570274591445923,0.46182266009852213,0.23007518796992482,0.1152338734229551,0.02748771943151951
1.202441692352295,0.7840482592582703,1.0965590476989746,0.44338000491279783,0.2052777777777778,0.050147410738915044,0.0998642835766077
0.9772218465805054,0.7170315980911255,0.9885452389717102,0.5058651026392962,0.24272727272727274,0.1385664580002509,0.07780882716178894
1.0271308422088623,0.7149206399917603,1.0134745836257935,0.4593710691823899,0.2033096926713948,0.10694761288236987,0.03305331990122795
1.3870198726654053,0.7934097051620483,1.1777180433273315,0.5244678248103744,0.2558426966292135,-0.10744389076631489,0.14080587774515152
1.1196579933166504,0.7839552164077759,1.0581389665603638,0.4094094094094094,0.1859090909090909,0.1341623852452598,0.09212317876517773
1.1332188844680786,0.7440198659896851,1.0645276308059692,0.4954822954822955,0.2384162653825575,0.07800812168008475,0.07803641259670258
1.2241427898406982,0.793752908706665,1.1064097881317139,0.4224116629602174,0.17542242703533026,0.029294935503121455,0.08316568098962307
1.427226185798645,0.8405123949050903,1.1946656703948975,0.5008563738683631,0.250187265917603,-0.07633461844758171,0.15358575619757175
0.780970573425293,0.6609523892402649,0.8837254047393799,0.5234375,0.2942244224422442,0.25694153259609587,0.09389377757906914
0.9436062574386597,0.6736429333686829,0.9713940024375916,0.5238095238095238,0.23952569169960475,0.13099543043655715,0.01767471805214882
