mse,rmse,mae,precision,recall
0.5603997707366943,0.7485985159873962,0.6541317105293274,0.5784313725490197,0.3571428571428571
0.7242759466171265,0.8510439395904541,0.7191622257232666,0.5933333333333334,0.39003322259136214
0.5569291710853577,0.74627685546875,0.6272799372673035,0.5904761904761905,0.4297872340425532
0.6158086061477661,0.7847347259521484,0.6516727209091187,0.5985507246376812,0.3714285714285714
0.4237118661403656,0.6509315371513367,0.5369206070899963,0.650375939849624,0.4889372822299652
