mse,rmse,mae,precision,recall
1.670014500617981,1.4146184921264648,1.0688468217849731,0.16666666666666666,0.5
0.6896474361419678,1.0006405115127563,0.6921934485435486,0.3333333333333333,0.5
2.8323569297790527,1.7567933797836304,1.5,0.0,0.0
1.4823031425476074,1.217498779296875,1.063450574874878,0.3333333333333333,0.25
0.9748197197914124,0.9726846218109131,0.886282742023468,0.25,0.5
1.5962369441986084,1.191050410270691,1.121058464050293,0.25,0.3333333333333333
3.2631380558013916,1.8781805038452148,1.5,0.0,0.0
1.6011968851089478,1.4334101676940918,1.1584982872009277,0.0,0.0
0.7998078465461731,0.9668317437171936,0.800003707408905,0.25,0.5
1.1406689882278442,1.1749489307403564,0.8696991205215454,0.16666666666666666,0.16666666666666666
2.23913836479187,1.5239394903182983,1.2166099548339844,0.16666666666666666,0.5
1.7990833520889282,1.348425030708313,1.1026513576507568,0.0,0.0
0.8220570087432861,0.9084879755973816,0.744225800037384,0.6666666666666666,0.6666666666666666
1.7101199626922607,1.3749445676803589,1.25,0.0,0.0
1.4750111103057861,1.2145004272460938,1.1499099731445312,0.0,0.0
1.2255253791809082,1.155327320098877,0.9611518979072571,0.16666666666666666,0.3333333333333333
2.4007797241210938,0.6098306179046631,1.29032564163208,0.5,0.5
2.735182285308838,1.820448637008667,1.365411400794983,0.25,0.3333333333333333
1.3337454795837402,1.0685951709747314,1.0,0.25,0.25
1.0588512420654297,1.2237154245376587,0.9835656881332397,0.0,0.0
3.2088046073913574,2.1500189304351807,1.504004716873169,0.0,0.0
3.1662306785583496,2.030172824859619,1.5827237367630005,0.0,0.0
1.334315299987793,1.1551257371902466,1.1012837886810303,0.0,0.0
1.7298377752304077,1.1671957969665527,1.163034439086914,0.0,0.0
0.7045552730560303,0.770902156829834,0.75,0.25,0.3333333333333333
1.8725714683532715,1.5811965465545654,1.134731411933899,0.3333333333333333,0.5
1.2346866130828857,1.0190455913543701,1.0663763284683228,0.0,0.0
1.3119080066680908,1.1455389261245728,1.1245590448379517,0.0,0.0
0.45077094435691833,0.5697458386421204,0.5997471213340759,0.6666666666666666,0.6666666666666666
2.1119468212127686,1.00955069065094,1.161967396736145,0.16666666666666666,0.3333333333333333
1.4031651020050049,1.0746760368347168,1.0933910608291626,0.0,0.0
0.39208418130874634,0.841921329498291,0.5459665060043335,0.25,0.16666666666666666
1.4112098217010498,1.2335952520370483,1.0831007957458496,0.16666666666666666,0.5
1.7939128875732422,1.3096957206726074,1.244615077972412,0.0,0.0
0.8324207067489624,0.781151294708252,0.6875667572021484,0.6666666666666666,0.8333333333333333
1.8502694368362427,1.3126542568206787,1.2422101497650146,0.25,0.5
1.0901483297348022,1.0441017150878906,1.0171711444854736,0.0,0.0
1.0898040533065796,1.0467190742492676,1.0,0.0,0.0
2.8315463066101074,1.3211628198623657,1.3592939376831055,0.16666666666666666,0.3333333333333333
2.1116421222686768,1.5397764444351196,1.373982310295105,0.0,0.0
1.5730518102645874,1.254213571548462,1.2234687805175781,0.0,0.0
0.5384572744369507,0.7337965369224548,0.6436794400215149,0.5,0.25
1.3861163854599,1.0104169845581055,0.9842738509178162,0.0,0.0
0.43911662697792053,0.5023035407066345,0.6080306172370911,0.25,0.5
0.9470210075378418,1.083072304725647,0.862875759601593,0.16666666666666666,0.3333333333333333
3.137955665588379,1.6041079759597778,1.3886687755584717,0.5,0.16666666666666666
1.6911827325820923,1.2787013053894043,1.2228665351867676,0.0,0.0
0.9160431623458862,1.0609744787216187,0.850931704044342,0.16666666666666666,0.5
1.1063144207000732,1.0422269105911255,0.8142033219337463,0.3333333333333333,0.3333333333333333
0.7900765538215637,0.8763057589530945,0.7899303436279297,0.25,0.3333333333333333
0.9551612138748169,0.8927714824676514,0.9402144551277161,0.5,0.16666666666666666
2.7121994495391846,1.56197190284729,1.3367106914520264,0.25,0.3333333333333333
1.3955044746398926,1.1384419202804565,0.9721475839614868,0.16666666666666666,0.25
0.9649339914321899,0.927223801612854,0.9776130318641663,0.0,0.0
0.7448716163635254,0.8486699461936951,0.778221845626831,0.25,0.3333333333333333
1.0726258754730225,0.8644106984138489,1.0074571371078491,0.0,0.0
2.757906436920166,1.8150113821029663,1.3435304164886475,0.16666666666666666,0.3333333333333333
1.1922534704208374,1.091903567314148,1.0586752891540527,0.0,0.0
3.100800037384033,1.9324555397033691,1.5871589183807373,0.0,0.0
1.7296392917633057,1.5172630548477173,1.0521633625030518,0.0,0.0
1.1738450527191162,1.066003441810608,0.9947400093078613,0.3333333333333333,0.16666666666666666
2.193476438522339,1.4810389280319214,1.3694967031478882,0.0,0.0
1.127694010734558,0.9641860127449036,0.8291405439376831,0.16666666666666666,0.16666666666666666
0.9821255207061768,1.0725594758987427,0.9192670583724976,0.5,0.16666666666666666
2.3435161113739014,1.594849705696106,1.2622573375701904,0.5,0.6666666666666666
0.9848017692565918,0.9923717379570007,0.9253698587417603,0.0,0.0
1.1228201389312744,1.0358270406723022,0.9435269236564636,0.16666666666666666,0.5
1.4341967105865479,0.8598878979682922,1.0984044075012207,0.5,0.5
1.494460105895996,1.1402302980422974,1.0874414443969727,0.0,0.0
1.064231514930725,1.2245815992355347,0.8972193598747253,0.16666666666666666,0.3333333333333333
0.7749649882316589,0.993850588798523,0.7797359228134155,0.25,0.5
1.0176438093185425,1.0835340023040771,0.8786835074424744,0.16666666666666666,0.25
1.9311800003051758,0.8626744151115417,1.2122960090637207,0.5,0.5
0.8439096212387085,0.9708237051963806,0.8151888847351074,0.25,0.5
0.5723077654838562,0.8851789236068726,0.6175254583358765,0.5,0.5
2.023171901702881,1.4223825931549072,1.260933756828308,0.0,0.0
0.9948263168334961,1.071210265159607,0.8570588827133179,0.0,0.0
2.925326108932495,1.7529959678649902,1.5,0.0,0.0
1.536465048789978,1.2395422458648682,1.2119444608688354,0.0,0.0
