ndcg,diversity
0.0,0.2497317116612976
0.0,0.2748238936297057
0.0,0.24547827902131913
0.0,0.2623314468316753
0.0,0.2705045869250249
0.0,0.17730422479503744
0.0,0.25837589214305967
0.0,0.2658748815691315
0.0,0.24158141350541995
0.0,0.2549841866273187
0.0,0.24754930723113078
0.0,0.25236309468274054
0.0,0.2649779670904101
0.0,0.24873629218306859
0.0,0.2675600803308822
0.0,0.260749240181104
0.0,0.25369672987053327
0.0,0.26137003621856736
0.0,0.22884875931185522
0.0,0.24662909748139406
0.0,0.2619094184987525
0.0,0.2705148651426268
0.0,0.22636632445085791
0.0,0.2620504252898661
0.0,0.26543963970358
0.0,0.2535412362166898
0.0,0.2635394236499887
0.0,0.25595100078353783
0.0,0.2552663672934018
0.0,0.26463093772445534
0.0,0.2550611022844915
0.0,0.2567650101441614
0.0,0.2499843490098237
0.0,0.27087124740461677
0.0,0.2577287434736374
0.0,0.2477037211235038
0.0,0.2569706323063643
0.0,0.26489796557256595
0.0,0.2512632630044538
0.0,0.26446851835079455
0.0,0.2567388065353723
0.0,0.26261071311736983
0.0,0.2600606052668635
0.0,0.27152635559412264
0.0,0.26091368710645646
0.0,0.2654375175529594
0.0,0.2525153446062792
0.0,0.24684828665861358
0.0,0.2596855365239571
0.0,0.25605693640386906
0.0,0.25075509985007116
0.0,0.2596230901528225
0.0,0.25625894396300863
0.0,0.2571836314297141
0.0,0.25792934160065006
0.0,0.26124452028712863
0.0,0.2585540753346456
0.0,0.26599353434133655
0.0,0.25755392370445707
0.0,0.22931685130399615
0.0,0.2481361913607909
0.0,0.26017689823695656
0.0,0.2632156323613093
0.0,0.23255316669297676
0.0,0.2582235531955194
0.0,0.2519303711911134
0.0,0.25221944894375925
0.0,0.27268874963274303
0.0,0.25830878254542866
0.0,0.2608316941089577
0.0,0.2528833879668756
0.0,0.2628499503805619
0.0,0.26143988416399033
0.0,0.25803478253382506
0.0,0.2429160259279638
0.0,0.24863379946938613
0.0,0.2686645899689323
0.0,0.27030872526377525
0.0,0.26360705310277577
0.0,0.2618280843689713
0.0,0.25831510415105974
0.0,0.24898723333071615
0.0,0.2503248196962602
0.0,0.2574435868377718
0.0,0.2598497819313069
0.0,0.25677137651210225
0.0,0.26932664159844755
0.0,0.2516355857921604
0.0,0.2631375595788469
0.0,0.23978526122859345
0.0,0.25864286739873366
0.0,0.2561417486455373
0.0,0.23876641319037173
0.0,0.26358115052993436
0.0,0.2533792160485837
0.0,0.2561532875413576
0.0,0.2522573590045055
0.0,0.27085223685881143
0.0,0.26659785817541337
0.0,0.2558580245209038
0.0,0.27072690140261924
0.0,0.26247993145417525
0.0,0.2542094121383438
1.0,0.25743644442876
0.0,0.27340738828643296
0.0,0.24826294256729675
0.0,0.26329833413469017
0.0,0.25735381556300274
0.0,0.2658747284886612
0.0,0.25415233787566605
0.0,0.25145071634388383
0.0,0.258658893840083
0.0,0.2501901230347039
0.0,0.25732347025662716
0.0,0.24969006107603664
0.0,0.25874292166628776
0.0,0.2671163611169194
0.0,0.2625700122551943
0.0,0.26391537758093253
0.0,0.26488579301390613
0.0,0.269971811670052
0.0,0.25078389918131616
0.0,0.24580294741083808
0.0,0.27111541665734085
0.0,0.2620360679172863
0.0,0.2732540967157667
0.0,0.25208544730558624
0.0,0.26050617091098605
