mse,rmse,mae,precision,recall
2.0504796504974365,1.6034276485443115,1.2246555089950562,0.0,0.0
0.5049964189529419,0.7714212536811829,0.5643090009689331,0.16666666666666666,0.25
3.031979560852051,1.4649991989135742,1.5,0.3333333333333333,0.16666666666666666
1.1238335371017456,1.0601102113723755,0.9807620048522949,0.5,0.25
1.45527982711792,1.3059529066085815,1.0798976421356201,0.25,0.5
1.56327223777771,1.2322046756744385,1.0705764293670654,0.25,0.3333333333333333
3.696403980255127,2.0165810585021973,1.5236605405807495,0.0,0.0
2.0279364585876465,1.5552619695663452,1.251206636428833,0.0,0.0
0.9278871417045593,0.9871076345443726,0.8467229008674622,0.16666666666666666,0.5
0.8191457986831665,0.8574839234352112,0.8096150159835815,0.25,0.3333333333333333
1.8535068035125732,1.4671669006347656,1.182295560836792,0.16666666666666666,0.5
0.7869980335235596,0.8671245574951172,0.73397296667099,0.16666666666666666,0.25
0.5280847549438477,0.6353286504745483,0.6496513485908508,0.6666666666666666,0.6666666666666666
1.938126802444458,1.0715527534484863,1.25,0.5,0.16666666666666666
1.1208631992340088,1.0587083101272583,1.0067112445831299,0.0,0.0
0.946914792060852,1.141628384590149,0.8673467040061951,0.16666666666666666,0.3333333333333333
2.0377438068389893,1.1203080415725708,1.316148281097412,0.0,0.0
2.948288917541504,1.3484535217285156,1.3228468894958496,0.16666666666666666,0.3333333333333333
1.4007787704467773,1.2329542636871338,1.0,0.25,0.25
0.8869979381561279,1.1762709617614746,0.8659401535987854,0.0,0.0
3.801251173019409,2.0551023483276367,1.7448835372924805,0.0,0.0
3.543891429901123,1.7362054586410522,1.654571533203125,0.0,0.0
0.9398438930511475,0.9694554805755615,0.9382736682891846,0.0,0.0
1.4025871753692627,0.9531770944595337,0.9965255260467529,0.3333333333333333,0.16666666666666666
1.0203821659088135,0.7641497254371643,0.8990201950073242,0.6666666666666666,0.6666666666666666
1.1370034217834473,1.0892689228057861,0.9170476794242859,0.25,0.25
1.2414664030075073,1.035356879234314,1.0848268270492554,0.0,0.0
0.949381411075592,0.6165130734443665,0.9007322788238525,0.0,0.0
0.966628909111023,0.8268651962280273,0.8685739040374756,0.0,0.0
1.6824339628219604,1.0512586832046509,1.1738872528076172,0.16666666666666666,0.3333333333333333
1.4156792163848877,1.5801692008972168,1.0139248371124268,0.0,0.0
0.935459315776825,0.9919620156288147,0.8181582689285278,0.5,0.6666666666666666
0.5619593858718872,0.7813336849212646,0.6845105886459351,0.25,0.5
0.9105499386787415,0.9897077083587646,0.84900963306427,0.25,0.5
0.6071641445159912,0.8309426307678223,0.6975414156913757,0.25,0.5
1.3661562204360962,1.014482855796814,1.1209557056427002,0.5,0.5
0.7855328321456909,0.8863028883934021,0.8669716715812683,0.0,0.0
1.0142091512680054,0.9821340441703796,1.0,0.0,0.0
2.7948315143585205,1.5681086778640747,1.3733296394348145,0.0,0.0
2.0610313415527344,1.4706768989562988,1.4124168157577515,0.0,0.0
1.8114979267120361,1.3459190130233765,1.3125404119491577,0.0,0.0
1.2372723817825317,1.1123274564743042,0.9851939082145691,0.3333333333333333,0.25
