mse,mae
1.4549552202224731,2.0244107246398926
0.4817850887775421,1.5028492212295532
0.11427508294582367,0.838591456413269
0.3416568338871002,1.40150785446167
0.07984606921672821,0.6105484962463379
1.7988193035125732,2.2875277996063232
0.19792813062667847,0.879603385925293
0.09156733751296997,0.6734647750854492
4.4586334228515625,2.81087064743042
0.17796853184700012,0.8912503719329834
0.46399083733558655,1.2727174758911133
0.5410245656967163,1.2752726078033447
0.18468603491783142,1.0211424827575684
0.11143461614847183,0.8688292503356934
0.35253989696502686,1.3966655731201172
0.05304694175720215,0.5131416320800781
0.27797919511795044,1.2094306945800781
0.12507309019565582,0.7208044528961182
0.2585061192512512,1.0999832153320312
0.20007528364658356,1.1167559623718262
0.012790776789188385,0.21094274520874023
0.5334174633026123,1.2311689853668213
0.12936341762542725,0.728935718536377
0.19463182985782623,1.0951447486877441
0.20072713494300842,1.150388479232788
0.1180075854063034,0.7657599449157715
0.19923622906208038,1.1499481201171875
0.15097451210021973,0.8735959529876709
0.042075373232364655,0.5429658889770508
0.2030656635761261,1.1427037715911865
0.9799625873565674,1.790605068206787
0.2762036919593811,1.2819745540618896
0.30165258049964905,1.0796875953674316
0.11251677572727203,0.7064971923828125
0.06207180768251419,0.5575942993164062
0.22084137797355652,1.0198063850402832
0.3557586669921875,1.329977035522461
0.08633260428905487,0.645230770111084
0.16813167929649353,0.8951287269592285
0.050764162093400955,0.27842140197753906
