mse,mae,rmse,precision,recall
1.4883522987365723,0.9255059957504272,1.2199804782867432,0.3059294871794872,0.2648832505975363
1.3822307586669922,0.9078538417816162,1.1756831407546997,0.4470996147495872,0.26520562770562767
1.9025598764419556,1.049254059791565,1.3793331384658813,0.301747311827957,0.2662988115449915
1.5362205505371094,0.8909399509429932,1.2394436597824097,0.31908709411117225,0.2719186046511628
1.3297271728515625,0.9418327808380127,1.1531379222869873,0.2864450127877238,0.20364532019704434
1.8453364372253418,1.0414586067199707,1.3584316968917847,0.21055322128851542,0.2064354564354564
1.4597432613372803,0.9985671043395996,1.2081983089447021,0.28664021164021164,0.21044117647058824
1.3618152141571045,0.9060232043266296,1.1669683456420898,0.37532220865554206,0.22910216718266257
1.48972487449646,0.9573855400085449,1.2205429077148438,0.38365546218487395,0.23548343475321162
1.5258561372756958,0.9474669694900513,1.235255479812622,0.28091854597878696,0.2699216125419933
1.1823005676269531,0.8607109189033508,1.0873364210128784,0.39566080055210495,0.28909313725490193
1.169221043586731,0.8411933183670044,1.0813052654266357,0.31904728398536447,0.2650706156588509
1.2990496158599854,0.8657739162445068,1.139758586883545,0.4351515151515152,0.30058823529411766
1.5942844152450562,0.9738055467605591,1.262649655342102,0.36417151162790695,0.2790566037735849
1.38831627368927,0.9295330047607422,1.178268313407898,0.33414968652037613,0.24220534367593194
1.5719199180603027,0.9896435141563416,1.2537623643875122,0.2797835426305354,0.24929805952455233
1.243330717086792,0.8738592267036438,1.1150474548339844,0.2719398656898657,0.22599552015928323
1.1748597621917725,0.8177303075790405,1.083909511566162,0.33140925781684655,0.2675757575757576
1.3783512115478516,0.9054946899414062,1.1740319728851318,0.4090542448074209,0.21168091168091166
1.1050763130187988,0.8205776214599609,1.0512261390686035,0.3022266973532796,0.24761437908496733
1.2519946098327637,0.8918589949607849,1.11892569065094,0.31666666666666665,0.2454761904761905
1.5580666065216064,0.9436137080192566,1.2482253313064575,0.29601158645276293,0.2503317116320212
1.460810661315918,0.9044150114059448,1.2086399793624878,0.4386813186813187,0.25995520159283225
1.8098458051681519,1.0128843784332275,1.34530508518219,0.3192771084337349,0.2483653846153846
1.608890414237976,0.9807688593864441,1.2684204578399658,0.365266106442577,0.24668737060041407
1.2252849340438843,0.8820919990539551,1.1069258451461792,0.41349978918036995,0.2532032032032032
1.4432368278503418,0.9387456774711609,1.2013479471206665,0.2667618211096472,0.21015873015873016
1.8495899438858032,1.1026934385299683,1.3599961996078491,0.2736519059034272,0.2236732651593333
1.7979736328125,1.07334566116333,1.3408854007720947,0.2778026237328563,0.23997668997668997
1.422734022140503,0.9360232353210449,1.1927841901779175,0.27728174603174605,0.22369747899159664
1.6482868194580078,1.0129601955413818,1.2838561534881592,0.335592956210067,0.2403280542986425
1.2426695823669434,0.8622135519981384,1.114750862121582,0.3235795454545455,0.2663650075414782
1.3313037157058716,0.8980119228363037,1.153821349143982,0.3278846153846154,0.249633307868602
1.5507783889770508,0.9619138836860657,1.245302438735962,0.25992962498794947,0.2249269005847953
1.6037718057632446,0.9727784991264343,1.2664010524749756,0.30019889840881275,0.24563186813186816
1.2386285066604614,0.8622450828552246,1.1129368543624878,0.5941666666666667,0.3106983144134847
