mse,mae,rmse,precision,recall,novelty
0.9776046276092529,0.7440011501312256,0.9887388944625854,0.4186799501867995,0.20402930402930403,0.014064693823456764
1.0486936569213867,0.7633473873138428,1.0240575075149536,0.2839413626520073,0.18634920634920635,0.018865564838051796
0.8238849639892578,0.7245217561721802,0.9076811075210571,0.4341255489537587,0.20872727272727273,0.11720870062708855
0.880470871925354,0.7280398607254028,0.9383341073989868,0.2804691483936767,0.1782608695652174,0.14095363579690456
1.0676487684249878,0.7720704078674316,1.0332708358764648,0.4286437246963563,0.19339534883720932,0.009862108156085014
1.3537042140960693,0.8597402572631836,1.1634877920150757,0.4242424242424242,0.21526104417670683,0.09738975390791893
0.9907661080360413,0.7444182634353638,0.9953723549842834,0.4575042986981086,0.21363636363636368,0.11201094835996628
0.9907391667366028,0.7317741513252258,0.9953588247299194,0.4804639804639804,0.2462279293739968,0.032997263595461845
1.0100468397140503,0.7211298942565918,1.0050108432769775,0.4674975562072336,0.22713074520303436,0.04888928309082985
1.326857089996338,0.8431152701377869,1.1518927812576294,0.4242424242424242,0.21906976744186046,0.07638383843004704
1.1009825468063354,0.7908945083618164,1.0492770671844482,0.2898009950248756,0.19233716475095786,0.059874027967453
0.8076064586639404,0.7038879990577698,0.8986692428588867,0.48455790784557906,0.24333333333333335,0.09169354476034641
1.305151104927063,0.8008928298950195,1.1424320936203003,0.4543675067286518,0.21675191815856776,0.05857131443917751
0.9287304878234863,0.709496259689331,0.9637066721916199,0.4312454122828481,0.20315789473684212,0.06084177643060684
0.8909174203872681,0.7332995533943176,0.9438841938972473,0.4161892901618929,0.17666666666666667,0.05153125151991844
0.9069318771362305,0.7073992490768433,0.9523297548294067,0.43914956011730205,0.1978723404255319,0.07206111960113049
1.1541435718536377,0.8057875633239746,1.0743107795715332,0.4561532792925571,0.23043478260869565,0.10215256735682487
1.1503242254257202,0.787661075592041,1.0725315809249878,0.3800049127978383,0.16109936575052855,0.04442111402750015
1.4759563207626343,0.8702118396759033,1.214889407157898,0.3941441441441441,0.17845777233782129,0.15334069728851318
1.3385823965072632,0.8403129577636719,1.1569712162017822,0.4251012145748988,0.2211764705882353,0.04001607745885849
0.8847668170928955,0.7548460960388184,0.9406204223632812,0.4194194194194194,0.1816017316017316,0.0486290268599987
1.0234477519989014,0.783594012260437,1.0116559267044067,0.3735294117647059,0.17008032128514056,0.04678517207503319
0.9246571063995361,0.7043811082839966,0.9615908861160278,0.49584859584859586,0.23900452488687782,0.019005848094820976
1.1723151206970215,0.7834368348121643,1.0827350616455078,0.4852352352352352,0.23123809523809524,0.04808340035378933
1.0078041553497314,0.7737489938735962,1.0038944482803345,0.4336545589325426,0.21244588744588744,0.03969433903694153
0.7000436782836914,0.6790792942047119,0.8366861343383789,0.49007936507936506,0.23003663003663002,0.13105127587914467
1.0693180561065674,0.7613222002983093,1.0340783596038818,0.4338235294117647,0.18533412182140746,0.00498465821146965
0.799332857131958,0.6661028861999512,0.8940541744232178,0.5047619047619047,0.25181286549707604,0.07970615290105343
0.8975761532783508,0.7192341089248657,0.9474049806594849,0.43615384615384617,0.23659003831417624,0.06377743743360043
0.7923336029052734,0.6994304656982422,0.8901312351226807,0.4989937106918239,0.22681159420289854,0.11952360905706882
0.9100784063339233,0.7226716876029968,0.9539802670478821,0.43719452590420327,0.19285714285714287,0.01591484621167183
