mse,mae,rmse,precision,recall,novelty
3.014742374420166,1.384930968284607,1.736301302909851,0.20845936680782415,0.23002565702794536,0.3642858564853668
4.384783744812012,1.722898006439209,2.093987464904785,0.18233785822021117,0.17876610936955764,0.07626077253371477
3.853342294692993,1.5567526817321777,1.9629931449890137,0.17755905688086537,0.23646853146853147,0.1432740781456232
4.134919166564941,1.6866942644119263,2.033450126647949,0.16696531504671042,0.17079072381303617,0.2571158146020025
2.736222982406616,1.3202178478240967,1.6541532278060913,0.2555527950310559,0.26904877578561787,0.26703335903584957
3.931403636932373,1.6069705486297607,1.9827768802642822,0.19805395417590538,0.23476856476856475,0.06122977798804641
3.2422525882720947,1.4517189264297485,1.8006255626678467,0.2035151420705418,0.19390603514132926,0.09599148202687502
3.3279685974121094,1.4425711631774902,1.8242720365524292,0.2633333333333333,0.2643956043956044,0.1493275943212211
3.334298610687256,1.428964376449585,1.8260061740875244,0.232770708141864,0.21393621375490834,0.3216441944241524
3.703669309616089,1.5249433517456055,1.9244918823242188,0.18684104873621002,0.21776664954631056,0.23539074347354472
3.3315837383270264,1.4520015716552734,1.8252626657485962,0.21977443609022557,0.18138619854721552,0.2924972730688751
3.534524440765381,1.514622688293457,1.8800331354141235,0.23970245192877168,0.2555027195027195,0.5625226045958698
4.2303643226623535,1.6826610565185547,2.0567848682403564,0.23923500010456528,0.19419662463140724,0.1803520256653428
4.373089790344238,1.7541122436523438,2.091193437576294,0.14708210180623973,0.15572727272727271,0.04726866167038679
3.443875789642334,1.4475924968719482,1.8557683229446411,0.2252309079474765,0.2276968050065876,0.11611264478415251
3.9394736289978027,1.610113501548767,1.9848108291625977,0.17111705685618728,0.16046620046620047,0.5447124820202589
3.161376953125,1.4299488067626953,1.7780261039733887,0.21463200427436052,0.2019047619047619,0.11566128022968769
3.4877448081970215,1.4916512966156006,1.8675506114959717,0.1680158982511924,0.18667861409796893,0.01744932122528553
3.946796178817749,1.6192348003387451,1.98665452003479,0.23375494071146244,0.20671959313702276,0.2711013606749475
3.715607166290283,1.5225481986999512,1.9275909662246704,0.1811164641809803,0.20191387559808613,0.3803368709050119
3.873749256134033,1.6344034671783447,1.968184232711792,0.19946886446886447,0.16338019652305363,0.1338084377348423
3.4502692222595215,1.4648346900939941,1.857490062713623,0.22744080724614651,0.22997344988666107,0.38139255344867706
3.920182228088379,1.5969245433807373,1.9799450635910034,0.1574795574795575,0.21807802852884822,0.44696835125796497
3.098560333251953,1.4592039585113525,1.7602726221084595,0.17995767195767196,0.1494809020232749,0.44101501908153296
3.336519241333008,1.5052183866500854,1.826614260673523,0.15722703222703224,0.15866573156833524,0.04270598338916898
4.040689468383789,1.6205803155899048,2.0101468563079834,0.24975949975949976,0.2924301485620826,0.11524765286594629
3.9253971576690674,1.597780704498291,1.9812614917755127,0.1596770302867864,0.18840219421101773,0.3066395472269505
3.6937525272369385,1.5971767902374268,1.921913743019104,0.22855311355311353,0.163130369204538,0.026707475539296865
3.746420383453369,1.5572422742843628,1.9355671405792236,0.1596825396825397,0.18855514855514857,0.046357314102351665
3.7930705547332764,1.5824224948883057,1.9475806951522827,0.15662798584758658,0.15950746052440967,0.19655262911692262
3.479135751724243,1.5113047361373901,1.8652441501617432,0.17406612685560052,0.19266888941811544,0.2586816754192114
3.557461738586426,1.5084004402160645,1.8861234188079834,0.23260319512420352,0.2703733766233766,0.42025683633983135
3.0461392402648926,1.385174036026001,1.7453192472457886,0.24621627961529438,0.18326118326118324,0.2579357847571373
3.381340503692627,1.4723442792892456,1.8388421535491943,0.14180409795102447,0.153640350877193,0.288779140682891
3.681825637817383,1.5311534404754639,1.9188083410263062,0.2214153297682709,0.23937213521772344,0.4427274353802204
3.1675305366516113,1.375088095664978,1.7797558307647705,0.2635930735930736,0.2867218509657252,0.17904210463166237
3.955315589904785,1.5712493658065796,1.9887975454330444,0.16741750562505278,0.2009166016133229,0.3987038917839527
3.593153953552246,1.5060150623321533,1.895561695098877,0.18064623064623064,0.23374517374517373,0.2809692027512938
2.9651777744293213,1.3747780323028564,1.7219691276550293,0.1596675586037288,0.2215856039385451,0.6067771818488836
3.867717742919922,1.5887527465820312,1.9666513204574585,0.1578886693017128,0.15649350649350652,0.061440383084118366
3.574636459350586,1.5369174480438232,1.890670895576477,0.16051845775225596,0.1902530159069072,0.08889865968376398
3.1481995582580566,1.4233591556549072,1.7743165493011475,0.21933333333333332,0.18598436389481168,0.07991291861981153
4.041937828063965,1.6303291320800781,2.0104570388793945,0.20040404040404042,0.22013071895424838,0.3699203901924193
3.610332489013672,1.5201643705368042,1.9000874757766724,0.1580232092837135,0.1711563275434243,0.19369664881378412
3.5339488983154297,1.5040651559829712,1.8798800706863403,0.2599472669037886,0.25522044957655254,0.10594830568879843
4.224458694458008,1.684279203414917,2.0553488731384277,0.1931247764581098,0.19031279178338,0.163385552004911
3.307074546813965,1.4930042028427124,1.818536400794983,0.20871107641599443,0.2181954887218045,0.3049071244895458
3.5627336502075195,1.5735341310501099,1.8875205516815186,0.13132559264634738,0.1589272030651341,0.04102514684200287
3.926050901412964,1.643143653869629,1.981426477432251,0.1656898656898657,0.15328005328005329,0.32318179961293936
4.281673908233643,1.7157849073410034,2.069220781326294,0.17347985347985348,0.17296499796499795,0.2379726325161755
3.2551941871643066,1.4223679304122925,1.804215669631958,0.13447971781305113,0.1759259259259259,0.4362419166136533
3.3813905715942383,1.4281505346298218,1.8388557434082031,0.198621116828664,0.2537322794492606,0.14968066476285458
3.929253578186035,1.6145949363708496,1.9822343587875366,0.17504504504504506,0.19614859184531314,0.3764302262570709
3.453097343444824,1.4800622463226318,1.8582510948181152,0.2872670807453416,0.25896434074400176,0.32361426670104265
3.701296329498291,1.5503169298171997,1.923875331878662,0.19605334341211084,0.19540623311115116,0.19005153374746442
3.544119358062744,1.5322152376174927,1.8825831413269043,0.21993675889328063,0.2022792022792023,0.36222430085763335
3.1050918102264404,1.431246042251587,1.7621270418167114,0.20965813289821095,0.20473193473193474,0.08885246561840177
2.8177502155303955,1.3214586973190308,1.6786154508590698,0.27466666666666667,0.27382514848616546,0.15504183992743492
3.014446258544922,1.4096710681915283,1.7362160682678223,0.1762301587301587,0.1575925925925926,0.1820920400787145
3.0507655143737793,1.3586643934249878,1.7466440200805664,0.2684467120181406,0.3014485514485514,0.23059549182653427
4.043429374694824,1.6101577281951904,2.0108280181884766,0.14875,0.15494727494727495,0.22760410606861115
3.599276065826416,1.5095620155334473,1.897175908088684,0.17855218855218855,0.19895030289536425,0.338853697758168
3.9177680015563965,1.6277445554733276,1.9793351888656616,0.19683287505868152,0.2202722625773473,0.33025484532117844
3.4257569313049316,1.4235916137695312,1.8508801460266113,0.21812472551602985,0.25631746031746033,0.22225983114913106
4.494985103607178,1.7764514684677124,2.120137929916382,0.1425249169435216,0.0973015873015873,0.1882808329537511
3.2208237648010254,1.418546438217163,1.7946653366088867,0.24210255106364947,0.23411706349206352,0.2751568225212395
3.4909369945526123,1.5158156156539917,1.8684049844741821,0.1965707538075959,0.2133100233100233,0.10314733535051346
4.255918502807617,1.728559136390686,2.0629875659942627,0.23609330484330485,0.1828972431077694,0.205343262758106
3.2829360961914062,1.4114152193069458,1.8118873834609985,0.2383866312898571,0.23537080405932867,0.3818575465120375
3.518022298812866,1.5347611904144287,1.8756392002105713,0.16849624060150376,0.17053300865800866,0.5169324851594865
3.7477691173553467,1.4950566291809082,1.9359155893325806,0.1772839070660748,0.2504741379310345,0.17747427080757916
3.5664288997650146,1.5631473064422607,1.888499140739441,0.18674480318443168,0.17923076923076925,0.29191697482019663
