mse,rmse,mae,precision,recall
1.7311017513275146,1.401036024093628,1.172492504119873,0.16666666666666666,0.5
0.6137269139289856,0.8378767371177673,0.6013782024383545,0.5,0.5
3.33613920211792,1.8836051225662231,1.5,0.5,0.16666666666666666
0.592778205871582,0.7699208855628967,0.6472416520118713,0.5,0.5
0.6217188835144043,0.9717006683349609,0.6609963774681091,0.0,0.0
1.8521807193756104,0.7894662618637085,1.093611478805542,0.5,0.5
2.8839597702026367,1.9331269264221191,1.5,0.5,0.3333333333333333
0.9705772399902344,0.9732943773269653,0.9680388569831848,0.0,0.0
1.2004165649414062,1.01189124584198,0.9747849702835083,0.6666666666666666,0.6666666666666666
0.9327535629272461,1.2414321899414062,0.8305648565292358,0.16666666666666666,0.3333333333333333
2.597517967224121,1.7120412588119507,1.4768229722976685,0.5,0.5
0.8008625507354736,0.843898355960846,0.704701840877533,0.16666666666666666,0.25
0.8855366706848145,0.9568443894386292,0.8377821445465088,0.25,0.5
2.089632511138916,1.6973525285720825,1.25,0.0,0.0
0.8923553228378296,0.9446456432342529,0.9103844165802002,0.0,0.0
0.8774306774139404,0.8599871397018433,0.8286144733428955,0.25,0.3333333333333333
2.352125644683838,1.1470394134521484,1.322514295578003,0.5,0.6666666666666666
2.823859214782715,1.8097527027130127,1.308380126953125,0.25,0.3333333333333333
1.5846548080444336,1.222135066986084,1.0637530088424683,0.25,0.25
1.3466259241104126,1.3160585165023804,1.1164615154266357,0.0,0.0
3.0570316314697266,1.663498044013977,1.5481624603271484,0.0,0.0
3.2045187950134277,1.330693006515503,1.544689416885376,0.0,0.0
1.5510952472686768,1.2454297542572021,1.191671371459961,0.0,0.0
2.152531385421753,1.261401891708374,1.2541944980621338,0.0,0.0
1.0724924802780151,0.9839966297149658,0.9238764643669128,0.0,0.0
1.2450885772705078,0.9888438582420349,0.9443132281303406,0.6666666666666666,0.5
1.1658682823181152,1.2116538286209106,1.0265899896621704,0.0,0.0
0.9714196920394897,1.1497188806533813,0.9612937569618225,0.0,0.0
2.0282938480377197,1.4469166994094849,1.321117877960205,0.25,0.5
1.6938841342926025,1.4340267181396484,1.0177181959152222,0.0,0.0
1.276857614517212,1.1673001050949097,1.0656006336212158,0.0,0.0
0.7688394784927368,0.9900034070014954,0.7774075865745544,0.25,0.5
0.7039567232131958,0.7839416265487671,0.6785056591033936,0.6666666666666666,0.6666666666666666
0.7633358240127563,0.8262256979942322,0.7706148624420166,0.6666666666666666,0.6666666666666666
1.2156203985214233,1.2123206853866577,0.9943709373474121,0.16666666666666666,0.5
1.4287688732147217,1.043284296989441,1.1384811401367188,0.5,0.5
1.1756889820098877,1.0842918157577515,1.0749988555908203,0.0,0.0
1.4201630353927612,0.7907535433769226,1.0543162822723389,0.5,0.25
2.7920339107513428,1.831007719039917,1.3163539171218872,0.25,0.3333333333333333
1.9095818996429443,1.2357134819030762,1.3463709354400635,0.0,0.0
1.5094351768493652,1.228590726852417,1.1404237747192383,0.3333333333333333,0.25
1.055720329284668,1.027482509613037,1.0124248266220093,0.0,0.0
1.7083884477615356,1.17655348777771,1.0416619777679443,0.16666666666666666,0.25
0.9966133832931519,0.9180738925933838,0.8838260769844055,0.6666666666666666,0.6666666666666666
0.7964059114456177,1.0334776639938354,0.8010046482086182,0.25,0.3333333333333333
3.395670175552368,1.9565712213516235,1.248549461364746,0.25,0.16666666666666666
1.2586930990219116,1.1721709966659546,0.9441401958465576,0.5,0.6666666666666666
1.0035394430160522,0.9055670499801636,0.883283257484436,0.6666666666666666,0.6666666666666666
1.4968692064285278,1.3278987407684326,1.140567421913147,0.0,0.0
0.9326109290122986,0.6101335287094116,0.8588426113128662,0.0,0.0
1.4300928115844727,1.080680251121521,1.1510158777236938,0.5,0.5
2.8557424545288086,1.8160381317138672,1.264313817024231,0.25,0.3333333333333333
0.30496615171432495,0.351070761680603,0.5,1.0,1.0
1.8175139427185059,1.6644675731658936,1.0931909084320068,0.0,0.0
0.937717080116272,1.216926097869873,0.8068504333496094,0.5,0.5
1.4038844108581543,1.263255000114441,1.1359070539474487,0.0,0.0
2.993588447570801,1.532719373703003,1.379784107208252,0.6666666666666666,0.5
1.1553876399993896,1.0748895406723022,1.0147513151168823,0.5,0.25
3.060776710510254,1.8254461288452148,1.5162413120269775,0.0,0.0
