mse,mae,rmse,precision,recall,novelty
0.9305195808410645,0.7298787832260132,0.9646344184875488,0.3932186234817814,0.17619047619047618,0.007299251854419708
0.9954583048820496,0.7539014220237732,0.997726559638977,0.49583333333333335,0.23682539682539683,0.07326600141823292
0.7074944376945496,0.6586973071098328,0.8411268591880798,0.5126518218623481,0.23718181818181816,0.10143415629863739
0.907218337059021,0.7065842747688293,0.9524800777435303,0.4972979611888971,0.2311594202898551,0.11702291294932365
1.0535590648651123,0.7551459074020386,1.0264302492141724,0.4879169950091936,0.21972093023255815,0.0003053024411201477
1.4536991119384766,0.8898120522499084,1.2056944370269775,0.24175824175824176,0.18175559380378656,0.10607501678168774
0.9981507062911987,0.7679067254066467,0.9990749359130859,0.2791643032709397,0.1792929292929293,0.15758916549384594
0.9769882559776306,0.7321861982345581,0.9884272217750549,0.43293293293293295,0.19967897271268056,0.04717639274895191
1.0573348999023438,0.742600679397583,1.0282678604125977,0.437975927290592,0.21008478357875945,0.009713444858789444
1.299562692642212,0.8336919546127319,1.1399836540222168,0.4144144144144144,0.20372093023255813,0.09051434136927128
1.2184793949127197,0.8410290479660034,1.1038475036621094,0.29884760921912623,0.22950191570881223,0.012426303699612617
0.8979920148849487,0.7898184657096863,0.9476243853569031,0.2638736765242789,0.17444444444444446,0.13866226002573967
1.3027774095535278,0.815261960029602,1.141392707824707,0.2987616099071207,0.2024296675191816,0.013467768207192421
0.9179537892341614,0.7218197584152222,0.9580990672111511,0.4894088669950739,0.2593421052631579,0.0936620756983757
0.9476107358932495,0.7646622657775879,0.9734530448913574,0.2852813852813853,0.19777777777777777,0.08554653264582157
0.9391336441040039,0.7489131689071655,0.9690890908241272,0.4479245283018868,0.21631205673758863,0.13467278517782688
1.120710015296936,0.8030778169631958,1.058635950088501,0.2866410584720444,0.19703075291622482,0.060315486043691635
1.1635026931762695,0.7968108654022217,1.078657865524292,0.4254047322540473,0.20422832980972516,0.026758627966046333
1.5078823566436768,0.8729875683784485,1.2279585599899292,0.26520438683948155,0.17723378212974294,0.16012312471866608
1.376420497894287,0.8752731084823608,1.1732094287872314,0.4167336010709505,0.21006535947712418,0.013126267120242119
0.9623439908027649,0.7726471424102783,0.9809913039207458,0.4195700518902891,0.1933982683982684,0.06309777311980724
1.0559406280517578,0.7702402472496033,1.0275896787643433,0.3753501400560224,0.16636546184738954,0.03827286884188652
0.9381732940673828,0.7262510061264038,0.9685934782028198,0.4807692307692308,0.23321266968325788,0.003376627340912819
1.2022418975830078,0.811898946762085,1.0964679718017578,0.3002719700832908,0.20809523809523806,0.019072024151682854
1.0834827423095703,0.7998762726783752,1.0409047603607178,0.3908730158730159,0.17705627705627705,0.023509444668889046
0.7461533546447754,0.7073468565940857,0.8638016581535339,0.29262837716943996,0.19633699633699636,0.18825970217585564
1.0974109172821045,0.780809760093689,1.0475738048553467,0.45267745952677463,0.22672974571259613,0.010393794625997543
0.890379786491394,0.7213533520698547,0.9435994029045105,0.2988888888888889,0.20432748538011697,0.1339825764298439
0.9711352586746216,0.7408747673034668,0.985461950302124,0.3895833333333333,0.21296296296296297,0.07612659595906734
0.8365077972412109,0.7184798121452332,0.9146079421043396,0.327991452991453,0.22546583850931676,0.12586724385619164
0.8625444173812866,0.6972348690032959,0.928732693195343,0.29912810194500333,0.1880952380952381,0.013909252360463142
1.047976016998291,0.7571718692779541,1.0237070322036743,0.6342592592592592,0.23314420803782507,0.018984613940119743
0.7868115305900574,0.6946753263473511,0.88702392578125,0.31751054852320676,0.21654978962131838,0.1817977223545313
1.5126961469650269,0.9049123525619507,1.2299171686172485,0.39115815691158157,0.19837662337662337,0.14213447086513042
