ndcg,diversity
0.0,0.26786781944262206
0.0,0.26232575272717173
0.0,0.2564425294458603
0.0,0.2683508198189902
0.0,0.2238196328785481
0.0,0.26683831437560734
0.0,0.25831090715914273
0.0,0.2740749383787948
0.0,0.2580625627043057
0.0,0.18110335579427517
0.0,0.28876500281198814
0.0,0.26994416428579326
0.0,0.2660774028653604
0.0,0.258367809340159
0.0,0.25816356639724436
1.0,0.2642316772022987
0.0,0.2597310474645522
0.0,0.2458615333767631
0.0,0.25504111168752785
0.0,0.24608402403754692
0.0,0.2763446287647514
0.0,0.2652806771375805
0.0,0.26068857893461417
0.0,0.2552330062420617
0.0,0.26281949355020184
0.0,0.2662911309793746
0.0,0.2231511443746399
0.0,0.252586448850029
0.0,0.25524726628545835
0.0,0.2676479533957482
0.0,0.25194360792958825
0.0,0.26151702738514004
0.0,0.269532481111182
0.0,0.2609619900620227
0.0,0.2668863326398231
0.0,0.2563225283928001
0.0,0.25545005738236815
0.0,0.23009942037975362
0.0,0.2599197718929276
0.0,0.2840251523732965
0.0,
0.0,0.25268615789812665
0.0,0.2554838910212055
0.0,0.2593616488056125
0.0,0.24823444149116636
0.0,0.2732633422574029
0.0,0.2813118627192642
0.0,0.2535102934857899
0.0,0.25534315618693004
0.0,0.23608391843132148
0.0,0.16669282363467075
0.0,0.24701178801871293
0.0,0.2403900373074379
0.0,
0.0,0.23946539377169607
0.0,0.19385767499752965
0.0,0.25898594068127345
0.0,0.2553551925451647
0.0,0.25323552325541454
0.0,0.2508213955981379
0.0,0.26862725606116045
0.0,0.26651540879927715
0.0,0.259134707671982
0.0,0.2577208092494371
0.0,0.24914688366155258
0.0,0.2532087641519186
0.0,0.25635063911598677
0.0,0.2620355922091856
1.0,0.2553518263708683
0.0,0.25288463177143816
0.0,0.2684035341016783
0.0,0.2676733098385988
0.0,0.2477368395826316
0.0,0.23369748622162134
0.0,0.24953029997623444
0.0,0.26701017315998476
0.0,0.2431793324067384
0.0,0.252187787571554
0.0,0.25939069944921067
0.0,0.25519548697485017
0.0,0.26782645301340824
0.0,0.269329627267636
0.0,0.2438671738533077
0.0,0.2650127412587787
0.0,0.25695102661780633
0.0,0.2664073695090813
0.0,0.2582066636891378
0.0,0.25979902161641477
0.0,0.26231904254825655
0.0,0.2566660531151306
0.0,0.2452871752495055
0.0,0.25605494706221354
0.0,0.2526089244566002
0.0,0.27899632302107313
0.0,0.25153720102389854
0.0,0.26823581118720696
0.0,0.16804283516591528
0.0,0.27123434667698554
0.0,0.2627079084445293
0.0,0.26997820244568327
0.0,0.213682252080809
0.0,0.26279336608347104
0.0,0.2436765388251687
0.0,0.2565750666890272
0.0,0.24962383926180975
0.0,0.2652401328653736
0.0,0.2613742597730212
0.0,0.26486931468558883
0.0,0.2882873975930442
0.0,0.2604454083616037
0.0,0.2191005067545525
0.0,0.26017279077735855
0.0,0.2751094415019488
0.0,0.26450837276217776
0.0,0.26117224591582944
0.0,0.2600347203757368
0.0,0.2610711744156632
0.0,0.26462675687908943
0.0,0.28140708530355707
0.0,0.25752808197076227
0.0,0.2577633046719303
0.0,0.24172400311073228
0.0,0.25140462129929064
0.0,0.258890426975797
0.0,0.25128856104472075
0.0,0.25803211993512243
0.0,0.2467576907965564
0.0,0.25543028081827546
