mse,rmse,mae,precision,recall
0.3942614197731018,0.6279023885726929,0.5687144994735718,0.375,0.5
1.9381178617477417,1.3921630382537842,1.1374289989471436,0.0,0.0
1.0068323612213135,1.0034103393554688,0.8187144994735718,0.25,0.3333333333333333
2.0506887435913086,1.4320225715637207,1.1937144994735718,0.0,0.0
0.5755468606948853,0.7586480379104614,0.6937144994735718,0.25,0.3333333333333333
0.3942614197731018,0.6279023885726929,0.5687144994735718,0.375,0.5
1.1881178617477417,1.0900081396102905,0.9437144994735718,0.125,0.25
0.644261360168457,0.8026589155197144,0.7624289989471436,0.125,0.3333333333333333
2.2319743633270264,1.4939793348312378,1.125,0.25,0.25
0.9381178617477417,0.9685648679733276,0.9437144994735718,0.0,0.0
3.0506887435913086,1.746622085571289,1.3874289989471436,0.0,0.0
0.5316904187202454,0.7291710376739502,0.7061434984207153,0.125,0.5
0.5068323612213135,0.7119215726852417,0.625,0.375,0.3333333333333333
0.8255468606948853,0.9085960984230042,0.8874289989471436,0.0,0.0
1.0068323612213135,1.0034103393554688,0.8187144994735718,0.25,0.3333333333333333
0.644261360168457,0.8026589155197144,0.7624289989471436,0.125,0.3333333333333333
0.4629759192466736,0.6804233193397522,0.6374289989471436,0.25,0.5
0.644261360168457,0.8026589155197144,0.7624289989471436,0.125,0.3333333333333333
0.8255468606948853,0.9085960984230042,0.8874289989471436,0.0,0.0
2.3006887435913086,1.516802191734314,1.1937144994735718,0.125,0.25
0.6004049181938171,0.7748579978942871,0.7748579978942871,0.0,0.0
0.3942614197731018,0.6279023885726929,0.5687144994735718,0.375,0.5
1.86940336227417,1.367261290550232,1.0687144994735718,0.125,0.25
0.4629759192466736,0.6804233193397522,0.6374289989471436,0.25,0.5
0.7568323612213135,0.869961142539978,0.8187144994735718,0.125,0.3333333333333333
1.86940336227417,1.367261290550232,1.0687144994735718,0.125,0.25
0.5755468606948853,0.7586480379104614,0.6937144994735718,0.25,0.3333333333333333
0.7568323612213135,0.869961142539978,0.8187144994735718,0.125,0.3333333333333333
1.7568323612213135,1.3254555463790894,1.0124289989471436,0.125,0.3333333333333333
2.3006887435913086,1.516802191734314,1.1937144994735718,0.125,0.25
0.7129758596420288,0.8443790078163147,0.8311434984207153,0.0,0.0
0.6881178617477417,0.8295286893844604,0.75,0.25,0.3333333333333333
0.644261360168457,0.8026589155197144,0.7624289989471436,0.125,0.3333333333333333
0.644261360168457,0.8026589155197144,0.7624289989471436,0.125,0.3333333333333333
0.7568323612213135,0.869961142539978,0.8187144994735718,0.125,0.3333333333333333
0.3942614197731018,0.6279023885726929,0.5687144994735718,0.375,0.5
0.644261360168457,0.8026589155197144,0.7624289989471436,0.125,0.3333333333333333
0.4629759192466736,0.6804233193397522,0.6374289989471436,0.25,0.5
1.9819743633270264,1.4078260660171509,1.125,0.125,0.25
0.6004056334495544,0.7748584747314453,0.7748584747314453,0.0,0.0
