ndcg,diversity
0.0,0.26660074323753
0.0,0.2702095785151386
0.0,0.2606720907009227
0.0,0.2699805944107082
0.0,0.24574531032298097
0.0,0.26961763258634786
0.0,0.28257263539493616
0.0,0.26550847318303017
0.0,0.16497939302647235
0.0,0.27054359467304123
0.0,0.18141910527492722
0.0,
0.0,0.2688470621595328
0.0,0.270830376678439
0.0,0.26333314307704125
0.0,0.2815144811238679
0.0,
0.0,0.2585566712949876
0.0,0.2725293956153263
0.0,0.27895267881095476
0.0,0.26807293312944824
0.0,0.21182459986089675
0.0,0.29116713189344345
0.0,0.26493323273077496
0.0,0.2694580373377583
0.0,0.27392993930451426
0.0,0.273554199359879
0.0,0.2593316449458074
0.0,0.27272378229457706
0.0,0.24580311105033215
0.0,0.27926902974538725
0.0,0.24865561364104494
0.0,0.2664033601365252
0.0,0.2664757058545164
0.0,0.26655814924362564
0.0,0.27365650253424745
0.0,0.2622161818131189
0.0,0.2469400485532638
0.0,0.2016321928754491
0.0,0.2550352281134217
0.0,0.26976850669840957
0.0,0.27139338654034373
1.0,0.23162806754950938
0.0,0.2838333675204011
0.0,0.26931134298491843
0.0,0.279981746411774
0.0,0.27141900740436065
0.0,0.24950043008267642
0.0,0.2815287289560042
0.0,0.2720883832329003
0.0,0.28302103895308095
0.0,0.25562873536484787
0.0,0.2810090433134489
0.0,0.2687891817347621
0.0,0.23716022690166494
0.0,0.26499501785980084
0.0,0.2761878346544542
0.0,0.2566545280485407
0.0,0.2598058097956014
0.0,0.2834540028916288
0.0,0.26820153037225714
0.0,0.2404152561803259
0.0,0.2730609952848372
0.0,0.2734728453138141
0.0,0.275692381408266
0.0,0.2721874830067308
0.0,0.27619437129921487
0.0,0.27552156937175365
0.0,0.2676549814339634
0.0,0.25875769849265395
0.0,0.27385812697273526
0.0,0.2766537423998445
0.0,0.27684418905057107
0.0,0.24843433636053913
0.0,0.262955772096344
0.0,0.2512184289128705
0.0,0.2631040323736834
0.0,0.27486352842259165
0.0,0.2701951275667501
0.0,0.2786467836185783
0.0,0.2641996851137658
0.0,0.2807262208891139
0.0,0.26904599494562176
0.0,0.2474534801550543
0.0,0.2748661574103748
0.0,0.27563402829044836
0.0,0.2665835005729863
0.0,0.2704592648575165
0.0,0.25889794374844655
0.0,0.21989878278726482
0.0,0.2803681974653536
0.0,0.26686460801499257
0.0,0.2601254610316922
0.0,0.2796354743836993
0.0,0.27259893479222974
0.0,0.26161845907945824
0.0,0.26701031644712436
0.0,0.2765968537446253
0.0,0.27201794903015797
0.0,0.2734775157796422
0.0,0.2721862371232294
0.0,0.28030509962597405
0.0,0.2715516890543769
0.0,0.2682459012740819
0.0,
0.0,0.2669025817192542
0.0,0.26445939147081654
0.0,0.2803442544386746
0.0,0.28198464657248024
0.0,0.2910344255371744
0.0,0.2708139684795664
0.0,0.27457645500460737
0.0,0.2832020873985974
0.0,0.27266758110144174
0.0,0.257240371924209
0.0,0.27099561558310814
0.0,0.2741325271407078
0.0,0.2723881020002097
0.0,0.26066191377335823
0.0,0.27621431348408965
0.0,0.2503498748577959
0.0,0.27175200788475184
0.0,0.2794645524351741
0.0,0.2650809452437851
